payment_id,loan_id,payment_amount,payment_date
PMT0000560,LON0001566,7715.42,2023-09-11
PMT0000561,LON0000038,5619.23,2024-04-18
PMT0000562,LON0000276,9447.63,2024-01-12
PMT0000563,LON0000639,1059.61,2019-04-28
PMT0000564,LON0002301,8598.73,2018-08-17
PMT0000565,LON0001422,3219.55,2024-06-06
PMT0000566,LON0002524,3653.06,2018-12-26
PMT0000567,LON0000035,1870.14,2021-01-23
PMT0000568,LON0001423,1105.16,2020-10-31
PMT0000569,LON0002635,6065.73,2018-01-30
PMT0000570,LON0002668,8813.22,2022-06-08
PMT0000571,LON0000363,1881.55,2021-04-18
PMT0000572,LON0000301,7299.05,2021-08-27
PMT0000573,LON0002186,3508.83,2018-06-30
PMT0000574,LON0002406,1827.98,2024-12-08
PMT0000575,LON0001359,6475.31,2021-09-20
PMT0000576,LON0002979,9097.83,2022-01-07
PMT0000577,LON0000434,8800.59,2018-05-22
PMT0000578,LON0002694,3843.89,2022-10-09
PMT0000579,LON0000486,5839.56,2019-11-29
PMT0000580,LON0002885,2392.46,2022-06-13
PMT0000581,LON0001540,4946.92,2018-01-05
PMT0000582,LON0000495,5641.68,2019-11-20
PMT0000583,LON0001102,6208.26,2020-11-01
PMT0000584,LON0002504,1942.0,2023-04-20
PMT0000585,LON0000248,275.99,2022-10-12
PMT0000586,LON0000235,4635.55,2019-10-28
PMT0000587,LON0002432,1222.43,2022-07-22
PMT0000588,LON0001907,9814.75,2020-05-06
PMT0000589,LON0000913,7067.83,2018-06-09
PMT0000590,LON0000581,1247.2,2022-12-02
PMT0000591,LON0002498,1932.3,2024-09-22
PMT0000592,LON0001359,1741.9,2019-02-06
PMT0000593,LON0000843,2539.9,2020-02-22
PMT0000594,LON0000548,6158.55,2018-07-26
PMT0000595,LON0002398,8689.84,2023-01-27
PMT0000596,LON0002304,2531.8,2024-04-23
PMT0000597,LON0001576,4441.92,2022-04-27
PMT0000598,LON0002517,2146.45,2023-02-18
PMT0000599,LON0000619,777.3,2022-02-18
PMT0000600,LON0001439,1994.23,2023-01-29
PMT0000601,LON0002214,6838.12,2021-12-24
PMT0000602,LON0001313,9174.16,2024-11-12
PMT0000603,LON0002540,9053.03,2019-08-21
PMT0000604,LON0001287,4408.35,2019-01-28
PMT0000605,LON0002556,5372.65,2023-08-01
PMT0000606,LON0000133,1406.84,2020-03-31
PMT0000607,LON0000311,2223.07,2018-10-02
PMT0000608,LON0002745,7350.17,2024-04-14
PMT0000609,LON0000083,6357.8,2020-10-17
PMT0000610,LON0001557,5834.86,2023-04-28
PMT0000611,LON0001126,402.51,2022-10-17
PMT0000612,LON0000575,9595.48,2022-04-18
PMT0000613,LON0001019,6700.57,2021-10-18
PMT0000614,LON0002087,6026.6,2022-07-05
PMT0000615,LON0002235,1998.72,2021-07-21
PMT0000616,LON0000545,6385.26,2021-05-16
PMT0000617,LON0000893,4735.06,2023-10-27
PMT0000618,LON0001387,4195.69,2024-03-27
PMT0000619,LON0000765,3380.9,2024-01-14
PMT0000620,LON0001051,9575.99,2022-04-03
PMT0000621,LON0001305,2543.07,2018-04-16
PMT0000622,LON0002305,1234.93,2023-08-10
PMT0000623,LON0000144,7935.55,2024-12-08
PMT0000624,LON0000205,523.45,2018-12-05
PMT0000625,LON0000429,6109.3,2021-11-28
PMT0000626,LON0000434,7448.92,2024-06-02
PMT0000627,LON0000411,3028.88,2019-02-26
PMT0000628,LON0002880,1137.01,2019-10-03
PMT0000629,LON0000784,654.53,2020-07-16
PMT0000630,LON0001241,1433.57,2021-02-07
PMT0000631,LON0000057,7836.04,2023-04-09
PMT0000632,LON0000641,301.36,2018-11-22
PMT0000633,LON0001071,1820.23,2020-01-26
PMT0000634,LON0000325,3089.41,2024-03-30
PMT0000635,LON0001219,7324.26,2022-10-19
PMT0000636,LON0002277,6806.88,2024-07-29
PMT0000637,LON0000971,1231.0,2023-07-22
PMT0000638,LON0002110,683.75,2024-11-23
PMT0000639,LON0000701,6779.29,2020-02-29
PMT0000640,LON0001668,8823.23,2022-07-19
PMT0000641,LON0001465,2640.07,2023-12-20
PMT0000642,LON0001929,263.25,2024-06-20
PMT0000643,LON0002700,9147.42,2022-08-01
PMT0000644,LON0002166,7455.68,2022-02-09
PMT0000645,LON0001871,8332.05,2024-09-22
PMT0000646,LON0001252,8155.74,2021-02-13
PMT0000647,LON0002814,4798.76,2020-11-01
PMT0000648,LON0000433,7015.79,2021-03-28
PMT0000649,LON0002626,5131.93,2021-05-12
PMT0000650,LON0002265,1067.62,2024-09-20
PMT0000651,LON0002465,6574.52,2021-05-13
PMT0000652,LON0001091,218.27,2021-02-04
PMT0000653,LON0002879,1241.49,2020-02-27
PMT0000654,LON0000887,6301.44,2022-06-24
PMT0000655,LON0001454,3518.22,2024-07-05
PMT0000656,LON0000205,3712.15,2021-07-23
PMT0000657,LON0000363,5839.13,2023-10-13
PMT0000658,LON0002905,3658.89,2023-12-04
PMT0000659,LON0002144,5261.87,2024-03-14
PMT0000660,LON0002883,1001.99,2023-07-09
PMT0000661,LON0000036,4639.08,2022-12-20
PMT0000662,LON0001878,5865.56,2024-08-12
PMT0000663,LON0002128,7462.82,2023-01-20
PMT0000664,LON0002611,298.66,2019-02-12
PMT0000665,LON0001283,4791.03,2021-08-26
PMT0000666,LON0001651,9550.79,2019-07-31
PMT0000667,LON0001392,3093.87,2023-01-02
PMT0000668,LON0002934,2687.93,2023-10-21
PMT0000669,LON0001875,3165.43,2022-01-02
PMT0000670,LON0000201,2341.58,2021-01-30
PMT0000671,LON0000461,8300.21,2018-07-14
PMT0000672,LON0001517,8049.26,2022-12-28
PMT0000673,LON0002343,7678.38,2023-03-19
PMT0000674,LON0002667,7747.6,2020-07-01
PMT0000675,LON0002890,1613.36,2023-01-30
PMT0000676,LON0002354,3380.43,2024-06-04
PMT0000677,LON0001916,7394.99,2023-06-25
PMT0000678,LON0001320,6881.74,2024-01-21
PMT0000679,LON0002412,646.43,2022-09-12
PMT0000680,LON0000249,2912.31,2023-03-28
PMT0000681,LON0002691,6166.99,2023-01-21
PMT0000682,LON0000826,9153.39,2018-11-22
PMT0000683,LON0001328,2709.12,2021-05-11
PMT0000684,LON0000821,4827.42,2020-07-21
PMT0000685,LON0002674,5216.11,2021-01-20
PMT0000686,LON0001371,7626.14,2021-01-11
PMT0000687,LON0001047,6290.76,2021-12-21
PMT0000688,LON0000286,6670.9,2018-11-15
PMT0000689,LON0001849,6560.2,2023-01-10
PMT0000690,LON0002699,5590.79,2024-08-28
PMT0000691,LON0002931,2807.51,2019-04-17
PMT0000692,LON0000576,7330.36,2023-08-29
PMT0000693,LON0001044,7008.25,2021-02-13
PMT0000694,LON0001240,201.69,2021-07-28
PMT0000695,LON0001297,1833.98,2018-03-21
PMT0000696,LON0000408,5385.07,2022-04-14
PMT0000697,LON0001641,5014.5,2024-08-16
PMT0000698,LON0002369,2482.56,2020-11-17
PMT0000699,LON0000911,976.8,2019-03-27
PMT0000700,LON0001543,1029.73,2024-09-29
PMT0000701,LON0002050,2650.7,2018-10-05
PMT0000702,LON0001650,5480.59,2023-12-26
PMT0000703,LON0001539,604.16,2023-05-26
PMT0000704,LON0000233,1463.78,2020-08-26
PMT0000705,LON0002508,159.24,2023-06-26
PMT0000706,LON0001928,8887.4,2019-03-01
PMT0000707,LON0001861,2919.17,2024-08-30
PMT0000708,LON0001519,5763.98,2022-07-04
PMT0000709,LON0001923,7030.35,2024-02-26
PMT0000710,LON0000311,7595.9,2020-03-06
PMT0000711,LON0000110,8625.19,2022-11-17
PMT0000712,LON0001616,9240.12,2020-05-15
PMT0000713,LON0001867,817.08,2023-03-10
PMT0000714,LON0001520,2721.37,2023-03-27
PMT0000715,LON0002429,908.63,2020-10-20
PMT0000716,LON0002927,1243.32,2020-09-08
PMT0000717,LON0000591,4435.54,2023-04-02
PMT0000718,LON0002929,3905.0,2021-03-06
PMT0000719,LON0001172,1745.41,2019-08-18
PMT0000720,LON0000382,4841.32,2018-10-12
PMT0000721,LON0000322,6781.24,2021-04-26
PMT0000722,LON0001019,1960.84,2018-09-24
PMT0000723,LON0002730,3572.46,2019-05-29
PMT0000724,LON0001668,4535.28,2024-02-01
PMT0000725,LON0002736,2703.71,2020-10-25
PMT0000726,LON0001078,7397.09,2023-11-17
PMT0000727,LON0001583,3065.95,2023-05-20
PMT0000728,LON0002355,2068.51,2023-09-05
PMT0000729,LON0001888,3073.95,2018-01-09
PMT0000730,LON0001739,1395.11,2018-04-05
PMT0000731,LON0000264,9614.22,2023-07-20
PMT0000732,LON0002035,1129.47,2019-09-28
PMT0000733,LON0000233,1602.21,2018-12-15
PMT0000734,LON0002863,3039.51,2021-09-16
PMT0000735,LON0001540,9829.89,2020-11-30
PMT0000736,LON0002815,1593.64,2019-05-19
PMT0000737,LON0002862,9354.81,2021-03-01
PMT0000738,LON0000296,732.76,2021-08-28
PMT0000739,LON0001877,4010.03,2020-04-30
PMT0000740,LON0000163,8084.0,2020-11-02
PMT0000741,LON0002609,1387.23,2024-07-29
PMT0000742,LON0001718,7389.89,2019-11-30
PMT0000743,LON0000706,860.73,2024-04-08
PMT0000744,LON0001332,6256.32,2021-08-09
PMT0000745,LON0002209,1481.03,2023-11-15
PMT0000746,LON0002797,1079.45,2023-08-22
PMT0000747,LON0001979,4547.93,2022-10-10
PMT0000748,LON0000398,8556.23,2023-12-18
PMT0000749,LON0001599,8518.63,2022-08-18
PMT0000750,LON0001570,6104.67,2021-03-04
PMT0000751,LON0002458,6497.22,2022-12-03
PMT0000752,LON0000918,5184.73,2020-12-06
PMT0000753,LON0000316,1253.79,2023-05-13
PMT0000754,LON0000853,5152.7,2019-04-05
PMT0000755,LON0002026,3523.66,2018-11-19
PMT0000756,LON0000733,2728.88,2018-07-03
PMT0000757,LON0002569,1628.21,2024-05-02
PMT0000758,LON0001249,8064.42,2021-11-21
PMT0000759,LON0002692,6451.44,2022-01-21
PMT0000760,LON0001454,2757.14,2022-11-16
PMT0000761,LON0002641,2209.8,2019-02-14
PMT0000762,LON0002314,3566.83,2020-01-26
PMT0000763,LON0000609,1390.84,2024-06-04
PMT0000764,LON0002646,4179.12,2018-03-05
PMT0000765,LON0002598,9132.31,2020-05-05
PMT0000766,LON0000206,7685.32,2018-11-02
PMT0000767,LON0001425,2604.67,2021-09-14
PMT0000768,LON0001211,5364.8,2024-02-13
PMT0000769,LON0002609,6476.55,2021-03-15
PMT0000770,LON0000228,7829.83,2022-08-24
PMT0000771,LON0002988,8101.22,2024-01-07
PMT0000772,LON0002165,9135.48,2021-05-15
PMT0000773,LON0002429,5251.32,2018-07-15
PMT0000774,LON0001879,978.9,2024-02-18
PMT0000775,LON0001701,4221.23,2021-12-23
PMT0000776,LON0000306,5756.88,2018-11-17
PMT0000777,LON0001229,5726.02,2023-06-06
PMT0000778,LON0000100,1853.88,2022-09-19
PMT0000779,LON0002037,3381.24,2022-11-01
PMT0000780,LON0000548,1064.57,2023-11-30
PMT0000781,LON0002983,4433.17,2022-05-20
PMT0000782,LON0002909,5517.16,2020-06-19
PMT0000783,LON0000344,6200.31,2020-09-09
PMT0000784,LON0000115,3032.52,2023-09-13
PMT0000785,LON0000189,9338.12,2018-01-07
PMT0000786,LON0002477,9819.88,2023-03-20
PMT0000787,LON0000505,7383.95,2019-09-17
PMT0000788,LON0002616,7559.0,2019-01-14
PMT0000789,LON0000250,1706.99,2019-05-20
PMT0000790,LON0001295,984.55,2019-03-29
PMT0000791,LON0002975,4947.73,2024-04-22
PMT0000792,LON0001472,5631.82,2019-01-20
PMT0000793,LON0002684,5892.24,2018-08-11
PMT0000794,LON0001743,7447.98,2023-08-15
PMT0000795,LON0001860,629.43,2023-05-05
PMT0000796,LON0001170,3163.81,2020-02-25
PMT0000797,LON0002744,1810.57,2024-03-07
PMT0000798,LON0002028,2036.84,2024-01-14
PMT0000799,LON0001381,8942.31,2019-06-07
PMT0000800,LON0000717,2358.29,2022-05-11
PMT0000801,LON0001378,4228.08,2019-06-18
PMT0000802,LON0000731,2214.45,2022-06-16
PMT0000803,LON0001195,9522.3,2022-10-27
PMT0000804,LON0000090,9596.75,2019-12-28
PMT0000805,LON0001081,4403.14,2024-03-02
PMT0000806,LON0001590,1465.43,2020-06-11
PMT0000807,LON0002186,4248.71,2021-04-12
PMT0000808,LON0002896,6705.06,2022-03-27
PMT0000809,LON0001224,7993.98,2023-01-20
PMT0000810,LON0002518,9317.56,2018-06-05
PMT0000811,LON0002588,1490.19,2024-02-19
PMT0000812,LON0002195,4199.6,2020-09-08
PMT0000813,LON0000700,9236.5,2021-08-10
PMT0000814,LON0001479,4503.35,2024-04-06
PMT0000815,LON0000041,3732.16,2018-03-19
PMT0000816,LON0001603,4077.42,2019-10-10
PMT0000817,LON0000851,6797.81,2018-10-17
PMT0000818,LON0001453,4806.54,2022-01-16
PMT0000819,LON0000506,8363.42,2024-11-26
PMT0000820,LON0001698,9817.62,2020-06-29
PMT0000821,LON0002706,4260.79,2019-10-30
PMT0000822,LON0002820,5068.98,2019-09-21
PMT0000823,LON0002826,4317.14,2022-01-05
PMT0000824,LON0000705,173.67,2021-11-07
PMT0000825,LON0000590,2345.42,2018-11-18
PMT0000826,LON0002770,2680.06,2019-03-24
PMT0000827,LON0000882,1451.74,2024-07-24
PMT0000828,LON0000241,2533.32,2024-10-27
PMT0000829,LON0000437,5327.45,2018-08-09
PMT0000830,LON0002332,3419.71,2021-09-09
PMT0000831,LON0001872,8340.09,2019-09-02
PMT0000832,LON0001555,9632.51,2024-04-23
PMT0000833,LON0002693,6713.71,2022-12-10
PMT0000834,LON0001826,7473.97,2020-11-03
PMT0000835,LON0002569,3438.62,2021-01-21
PMT0000836,LON0000578,8439.84,2018-10-11
PMT0000837,LON0001091,179.91,2022-04-09
PMT0000838,LON0001732,9815.79,2018-11-23
PMT0000839,LON0001491,7930.57,2022-10-01
PMT0000840,LON0000539,1973.68,2021-08-31
PMT0000841,LON0001922,1765.91,2020-12-14
PMT0000842,LON0002291,8752.64,2023-11-15
PMT0000843,LON0001259,5927.95,2018-07-25
PMT0000844,LON0002436,3707.21,2019-06-09
PMT0000845,LON0000315,7274.61,2018-07-05
PMT0000846,LON0000269,6170.94,2021-07-18
PMT0000847,LON0000533,9728.42,2024-10-22
PMT0000848,LON0002212,2656.18,2020-07-13
PMT0000849,LON0002844,3427.06,2018-12-13
PMT0000850,LON0002768,5406.18,2018-03-08
PMT0000851,LON0001208,4578.96,2024-09-19
PMT0000852,LON0002814,4477.09,2022-04-17
PMT0000853,LON0001338,9459.46,2022-12-13
PMT0000854,LON0000490,7902.21,2018-07-27
PMT0000855,LON0002385,488.73,2023-04-24
PMT0000856,LON0002448,7128.35,2023-06-07
PMT0000857,LON0000188,4706.13,2023-08-31
PMT0000858,LON0001583,4173.43,2020-08-23
PMT0000859,LON0000434,2437.4,2020-02-23
PMT0000860,LON0002922,189.91,2020-04-16
PMT0000861,LON0000206,5577.72,2019-08-24
PMT0000862,LON0002060,5267.61,2021-11-29
PMT0000863,LON0001652,8470.01,2018-04-01
PMT0000864,LON0000295,7743.53,2018-08-25
PMT0000865,LON0002535,2438.39,2018-03-20
PMT0000866,LON0001454,365.76,2018-07-29
PMT0000867,LON0000449,7252.37,2021-10-03
PMT0000868,LON0001242,5170.52,2022-04-17
PMT0000869,LON0002771,8951.01,2020-06-08
PMT0000870,LON0000500,7514.58,2021-02-27
PMT0000871,LON0001478,8880.05,2018-08-16
PMT0000872,LON0001048,8730.36,2023-01-31
PMT0000873,LON0002234,8080.96,2020-06-13
PMT0000874,LON0002075,7207.97,2020-02-24
PMT0000875,LON0001895,6908.13,2021-01-25
PMT0000876,LON0000253,4272.77,2019-09-15
PMT0000877,LON0001176,5963.25,2019-07-13
PMT0000878,LON0002984,2652.16,2018-01-12
PMT0000879,LON0000201,5787.55,2019-09-19
PMT0000880,LON0002518,4716.06,2018-09-15
PMT0000881,LON0002001,123.81,2018-10-12
PMT0000882,LON0000684,2846.9,2024-07-31
PMT0000883,LON0002291,243.66,2021-06-09
PMT0000884,LON0001703,6519.5,2023-06-24
PMT0000885,LON0002344,5679.31,2023-08-10
PMT0000886,LON0000218,6633.35,2021-05-04
PMT0000887,LON0002574,8732.43,2019-09-06
PMT0000888,LON0002309,5613.9,2022-12-03
PMT0000889,LON0000032,7929.37,2021-01-14
PMT0000890,LON0002436,6435.96,2018-08-28
PMT0000891,LON0002570,9409.4,2019-04-28
PMT0000892,LON0002101,5152.9,2018-03-03
PMT0000893,LON0002079,6934.76,2018-05-27
PMT0000894,LON0002840,1342.8,2018-06-15
PMT0000895,LON0002262,6062.35,2023-05-18
PMT0000896,LON0000570,9032.99,2019-03-06
PMT0000897,LON0001404,5939.82,2018-02-11
PMT0000898,LON0002147,7050.01,2020-06-21
PMT0000899,LON0001035,8250.68,2021-11-28
PMT0000900,LON0000626,5211.63,2022-03-04
PMT0000901,LON0001087,8320.5,2021-06-02
PMT0000902,LON0000698,3942.78,2021-01-28
PMT0000903,LON0001475,1447.55,2021-11-07
PMT0000904,LON0001359,6239.61,2023-12-07
PMT0000905,LON0001104,9333.05,2020-03-30
PMT0000906,LON0000656,9615.31,2019-06-27
PMT0000907,LON0001171,6015.39,2019-07-28
PMT0000908,LON0002437,4331.84,2023-09-26
PMT0000909,LON0000764,4362.45,2024-10-26
PMT0000910,LON0002176,2854.17,2018-05-22
PMT0000911,LON0000361,4220.36,2024-12-18
PMT0000912,LON0001649,2756.39,2018-01-29
PMT0000913,LON0001974,9026.86,2023-02-24
PMT0000914,LON0000711,4173.77,2022-09-16
PMT0000915,LON0001272,6496.63,2022-11-27
PMT0000916,LON0002026,6323.87,2021-05-10
PMT0000917,LON0001115,9018.08,2020-08-15
PMT0000918,LON0000500,3591.03,2023-07-22
PMT0000919,LON0001494,2205.77,2019-02-26
PMT0000920,LON0002952,2621.67,2024-01-08
PMT0000921,LON0001300,3795.04,2021-04-01
PMT0000922,LON0001417,9157.46,2024-07-06
PMT0000923,LON0000396,2795.17,2024-09-07
PMT0000924,LON0000765,7836.45,2020-09-23
PMT0000925,LON0000839,9368.51,2022-09-20
PMT0000926,LON0001386,433.88,2024-02-29
PMT0000927,LON0000044,7726.52,2024-04-16
PMT0000928,LON0002997,9399.64,2018-11-01
PMT0000929,LON0001874,5601.68,2022-07-09
PMT0000930,LON0002637,8739.6,2021-10-24
PMT0000931,LON0001103,4074.3,2021-07-30
PMT0000932,LON0001759,2413.64,2020-12-08
PMT0000933,LON0001450,5705.41,2021-01-17
PMT0000934,LON0000789,9281.4,2019-11-03
PMT0000935,LON0001575,669.97,2021-11-05
PMT0000936,LON0002980,5924.38,2021-04-09
PMT0000937,LON0002473,9716.85,2022-04-21
PMT0000938,LON0001887,3183.55,2021-06-12
PMT0000939,LON0001043,2593.73,2021-11-06
PMT0000940,LON0000636,8727.64,2019-01-31
PMT0000941,LON0001459,1379.08,2020-09-27
PMT0000942,LON0001795,8796.41,2021-11-21
PMT0000943,LON0001983,7543.43,2018-01-01
PMT0000944,LON0000755,1779.58,2023-09-30
PMT0000945,LON0001606,4235.0,2019-07-29
PMT0000946,LON0002669,1171.35,2020-09-03
PMT0000947,LON0002812,6871.92,2019-03-28
PMT0000948,LON0001801,5721.73,2019-07-17
PMT0000949,LON0001279,929.89,2024-10-03
PMT0000950,LON0000507,6268.23,2023-05-10
PMT0000951,LON0002339,3895.31,2024-02-17
PMT0000952,LON0000765,1580.68,2024-06-26
PMT0000953,LON0001179,2343.22,2021-10-06
PMT0000954,LON0001480,5837.98,2024-10-22
PMT0000955,LON0000858,9319.54,2021-07-06
PMT0000956,LON0001442,2745.22,2023-02-07
PMT0000957,LON0001902,4981.65,2021-02-22
PMT0000958,LON0000438,4496.87,2023-01-14
PMT0000959,LON0002783,3968.0,2019-01-12
PMT0000960,LON0000689,5720.35,2018-06-17
PMT0000961,LON0000496,6826.42,2022-07-22
PMT0000962,LON0002703,3051.23,2022-02-03
PMT0000963,LON0002634,2444.57,2024-02-16
PMT0000964,LON0001012,9801.1,2024-01-02
PMT0000965,LON0001945,458.43,2022-02-07
PMT0000966,LON0002922,110.27,2019-05-19
PMT0000967,LON0000508,8320.45,2024-01-16
PMT0000968,LON0002216,1806.92,2018-07-07
PMT0000969,LON0001764,8305.2,2024-08-27
PMT0000970,LON0001392,2652.17,2024-11-05
PMT0000971,LON0000731,9077.13,2023-08-13
PMT0000972,LON0002581,6115.9,2018-02-16
PMT0000973,LON0002169,5717.75,2022-03-13
PMT0000974,LON0000878,8526.17,2021-02-08
PMT0000975,LON0000324,3412.99,2022-06-01
PMT0000976,LON0000386,3914.39,2018-02-26
PMT0000977,LON0001143,555.22,2024-07-18
PMT0000978,LON0000089,1511.41,2023-09-01
PMT0000979,LON0002715,6756.86,2020-04-16
PMT0000980,LON0001854,7225.8,2019-07-20
PMT0000981,LON0001746,4724.58,2018-08-20
PMT0000982,LON0001132,2039.15,2024-12-02
PMT0000983,LON0001018,1508.41,2023-02-22
PMT0000984,LON0002284,4228.52,2021-12-23
PMT0000985,LON0000499,8965.07,2019-02-08
PMT0000986,LON0000900,2113.98,2019-10-11
PMT0000987,LON0001689,5564.38,2022-08-06
PMT0000988,LON0002061,583.79,2018-04-13
PMT0000989,LON0001620,9450.7,2021-02-22
PMT0000990,LON0001847,9994.01,2020-02-08
PMT0000991,LON0000779,5014.21,2020-02-08
PMT0000992,LON0001376,4854.81,2018-03-18
PMT0000993,LON0001992,3164.07,2021-12-27
PMT0000994,LON0001828,5771.29,2018-05-29
PMT0000995,LON0002856,8537.44,2023-10-20
PMT0000996,LON0002298,1960.17,2024-03-31
PMT0000997,LON0000338,7441.74,2019-10-03
PMT0000998,LON0000075,5403.47,2024-07-20
PMT0000999,LON0002873,6238.84,2022-12-11
PMT0001000,LON0001359,5713.66,2021-03-15
PMT0001001,LON0000234,7416.01,2022-08-08
PMT0001002,LON0001233,4662.65,2020-01-04
PMT0001003,LON0002733,3340.53,2018-11-14
PMT0001004,LON0002856,2620.92,2024-04-06
PMT0001005,LON0000596,1041.45,2022-04-10
PMT0001006,LON0001325,2718.4,2022-09-16
PMT0001007,LON0002928,7917.3,2018-03-30
PMT0001008,LON0002983,1670.39,2018-03-31
PMT0001009,LON0002953,3368.24,2018-11-10
PMT0001010,LON0001717,9359.07,2021-04-14
PMT0001011,LON0002751,8996.46,2021-08-31
PMT0001012,LON0001015,3181.81,2021-02-23
PMT0001013,LON0002906,3878.24,2019-02-21
PMT0001014,LON0001981,478.94,2021-09-10
PMT0001015,LON0001468,8391.69,2020-12-15
PMT0001016,LON0002342,8219.53,2021-02-05
PMT0001017,LON0002495,1389.92,2018-07-13
PMT0001018,LON0001946,7174.46,2023-10-20
PMT0001019,LON0002570,4263.92,2019-09-14
PMT0001020,LON0000620,6820.15,2018-07-04
PMT0001021,LON0000930,670.36,2021-02-02
PMT0001022,LON0001255,1163.21,2018-09-27
PMT0001023,LON0000820,9466.5,2024-11-09
PMT0001024,LON0002394,5858.93,2021-03-15
PMT0001025,LON0000307,6993.34,2022-11-25
PMT0001026,LON0002493,5127.03,2022-01-20
PMT0001027,LON0000931,2369.19,2024-10-06
PMT0001028,LON0002960,7115.03,2024-02-29
PMT0001029,LON0002430,2436.83,2020-10-09
PMT0001030,LON0002129,4183.04,2018-03-30
PMT0001031,LON0002689,1842.57,2020-01-14
PMT0001032,LON0001457,7322.43,2022-12-25
PMT0001033,LON0000319,4417.44,2019-10-25
PMT0001034,LON0000570,5503.47,2024-08-08
PMT0001035,LON0001705,9008.72,2023-10-28
PMT0001036,LON0002495,268.42,2020-01-31
PMT0001037,LON0001341,1094.83,2024-11-12
PMT0001038,LON0002350,8809.38,2018-06-12
PMT0001039,LON0000236,9806.13,2022-07-21
PMT0001040,LON0000662,8913.84,2024-02-25
PMT0001041,LON0002429,7418.53,2018-02-05
PMT0001042,LON0001972,7955.83,2022-04-06
PMT0001043,LON0000068,5306.29,2023-08-27
PMT0001044,LON0002935,4878.92,2018-12-08
PMT0001045,LON0001314,4843.52,2021-01-19
PMT0001046,LON0001958,7247.37,2021-11-02
PMT0001047,LON0000788,6673.83,2018-02-24
PMT0001048,LON0002515,1453.03,2023-05-10
PMT0001049,LON0001311,2028.35,2021-09-29
PMT0001050,LON0000765,2816.2,2018-04-17
PMT0001051,LON0000574,2218.69,2021-05-02
PMT0001052,LON0001332,5264.2,2021-07-12
PMT0001053,LON0000862,9531.8,2018-05-14
PMT0001054,LON0001087,3711.21,2021-09-02
PMT0001055,LON0002947,8665.91,2020-01-23
PMT0001056,LON0002046,5147.13,2019-10-21
PMT0001057,LON0000564,6829.6,2022-04-19
PMT0001058,LON0000497,3513.87,2019-09-28
PMT0001059,LON0002091,7040.6,2019-07-08
PMT0001060,LON0000635,1806.98,2018-09-23
PMT0001061,LON0000771,2258.82,2021-08-30
PMT0001062,LON0000455,6573.22,2021-09-01
PMT0001063,LON0001864,3315.44,2024-12-28
PMT0001064,LON0002698,3990.55,2024-02-25
PMT0001065,LON0001952,549.92,2019-11-29
PMT0001066,LON0000499,216.92,2018-04-13
PMT0001067,LON0001626,560.9,2019-11-18
PMT0001068,LON0002199,9686.97,2020-12-12
PMT0001069,LON0002402,3920.87,2018-03-15
PMT0001070,LON0002736,7969.42,2020-07-21
PMT0001071,LON0002196,9217.22,2018-08-07
PMT0001072,LON0000467,6335.87,2019-09-12
PMT0001073,LON0002203,2956.07,2019-01-28
PMT0001074,LON0000256,7884.65,2021-04-27
PMT0001075,LON0000947,6835.72,2023-01-19
PMT0001076,LON0001075,2568.13,2020-11-21
PMT0001077,LON0001083,4470.21,2019-08-23
PMT0001078,LON0000201,7388.34,2023-12-12
PMT0001079,LON0000993,3972.68,2024-04-17
PMT0001080,LON0002649,1325.26,2024-08-06
PMT0001081,LON0000242,6559.9,2022-04-27
PMT0001082,LON0000823,9911.26,2022-07-21
PMT0001083,LON0002170,2767.33,2023-04-28
PMT0001084,LON0002898,7187.32,2021-10-29
PMT0001085,LON0001661,6681.98,2024-12-11
PMT0001086,LON0002475,3964.99,2024-01-27
PMT0001087,LON0002119,5178.85,2024-12-11
PMT0001088,LON0002381,1975.93,2018-11-24
PMT0001089,LON0002062,3094.05,2022-04-10
PMT0001090,LON0002447,6481.06,2023-01-17
PMT0001091,LON0002591,1077.27,2022-09-23
PMT0001092,LON0001485,7992.65,2022-05-24
PMT0001093,LON0000241,1422.91,2022-06-08
PMT0001094,LON0002842,321.92,2022-06-20
PMT0001095,LON0002479,8700.8,2023-09-20
PMT0001096,LON0002214,9010.81,2020-05-06
PMT0001097,LON0000367,9098.36,2022-01-09
PMT0001098,LON0001512,6853.64,2024-05-21
PMT0001099,LON0000557,106.49,2018-01-07
PMT0001100,LON0002299,4562.19,2020-09-02
PMT0001101,LON0000369,5389.67,2021-03-06
PMT0001102,LON0002037,8731.86,2021-07-13
PMT0001103,LON0001654,1492.7,2019-03-22
PMT0001104,LON0001274,8254.77,2018-12-16
PMT0001105,LON0000095,1320.98,2024-10-23
PMT0001106,LON0002650,9840.1,2024-11-11
PMT0001107,LON0002054,697.03,2023-10-18
PMT0001108,LON0002914,4169.2,2024-12-20
PMT0001109,LON0001396,1389.97,2021-01-23
PMT0001110,LON0002365,1259.76,2019-03-13
PMT0001111,LON0000636,3513.67,2022-05-08
PMT0001112,LON0001138,8169.8,2021-11-10
PMT0001113,LON0001188,1090.86,2024-12-18
PMT0001114,LON0000313,8159.98,2019-06-20
PMT0001115,LON0000909,517.27,2021-09-23
PMT0001116,LON0001230,7115.28,2023-02-12
PMT0001117,LON0001551,1766.42,2021-01-30
PMT0001118,LON0002830,8410.49,2020-02-06
PMT0001119,LON0001606,4554.42,2018-05-06
PMT0001120,LON0001392,3889.45,2022-02-07
