loan_id,customer_id,loan_type,loan_amount,interest_rate,status
LON0000473,CUST0000481,Mortgage,218403.04,10.36,Default
LON0000474,CUST0002003,Mortgage,376141.29,15.39,Active
LON0000475,CUST0002766,Auto,144231.56,4.35,Active
LON0000476,CUST0000944,Auto,293444.36,11.08,Active
LON0000477,CUST0002308,Auto,185518.22,7.39,Default
LON0000478,CUST0000262,Mortgage,258681.2,19.3,Active
LON0000479,CUST0001035,Auto,42365.2,17.64,Default
LON0000480,CUST0000129,Business,25662.26,2.99,Closed
LON0000481,CUST0002105,Mortgage,267540.84,17.42,Closed
LON0000482,CUST0001047,Business,328586.35,6.75,Closed
LON0000483,CUST0000923,Personal,403224.47,4.99,Closed
LON0000484,CUST0000830,Business,152758.72,12.25,Active
LON0000485,CUST0000297,Auto,80553.1,10.55,Active
LON0000486,CUST0002642,Business,250627.34,18.85,Closed
LON0000487,CUST0001569,Personal,306081.61,10.7,Closed
LON0000488,CUST0001684,Business,109807.86,16.73,Active
LON0000489,CUST0000175,Mortgage,287444.68,3.65,Active
LON0000490,CUST0002847,Auto,425019.72,9.58,Active
LON0000491,CUST0001123,Personal,310148.37,15.03,Active
LON0000492,CUST0002761,Personal,252878.73,8.83,Default
LON0000493,CUST0000778,Business,118690.12,5.37,Default
LON0000494,CUST0002230,Auto,409873.48,8.34,Active
LON0000495,CUST0002186,Business,419905.59,7.56,Closed
LON0000496,CUST0002866,Mortgage,27212.86,17.75,Active
LON0000497,CUST0001820,Auto,35973.78,16.49,Active
LON0000498,CUST0002084,Mortgage,290572.71,8.47,Default
LON0000499,CUST0002328,Mortgage,171917.52,8.66,Closed
LON0000500,CUST0000238,Personal,194351.24,16.93,Active
LON0000501,CUST0002757,Personal,89796.5,12.88,Active
LON0000502,CUST0001459,Auto,425007.56,3.52,Closed
LON0000503,CUST0001902,Personal,81867.81,6.22,Active
LON0000504,CUST0002822,Auto,371117.92,9.28,Closed
LON0000505,CUST0002392,Business,78041.77,16.89,Default
LON0000506,CUST0000749,Personal,386862.27,7.89,Active
LON0000507,CUST0002209,Auto,269349.92,8.63,Active
LON0000508,CUST0002922,Personal,262510.55,11.44,Closed
LON0000509,CUST0002970,Mortgage,267399.5,7.13,Closed
LON0000510,CUST0000868,Auto,401837.62,11.47,Active
LON0000511,CUST0001676,Auto,291406.82,14.8,Active
LON0000512,CUST0002899,Personal,184445.58,11.29,Default
LON0000513,CUST0002566,Mortgage,88166.38,17.91,Active
LON0000514,CUST0002447,Auto,318177.38,9.73,Active
LON0000515,CUST0001700,Mortgage,495365.24,8.06,Active
LON0000516,CUST0000527,Personal,347134.17,10.13,Active
LON0000517,CUST0002029,Personal,213102.88,4.65,Closed
LON0000518,CUST0000981,Business,231395.57,2.06,Closed
LON0000519,CUST0001068,Mortgage,18529.49,19.11,Closed
LON0000520,CUST0000053,Auto,127427.73,14.83,Active
LON0000521,CUST0001958,Auto,227663.38,11.52,Closed
LON0000522,CUST0000752,Personal,379308.43,19.99,Default
LON0000523,CUST0002669,Business,325453.62,16.99,Active
LON0000524,CUST0002019,Mortgage,365291.97,18.0,Closed
LON0000525,CUST0000917,Mortgage,44882.02,15.62,Active
LON0000526,CUST0002999,Business,233408.81,4.1,Default
LON0000527,CUST0002095,Business,429952.39,12.55,Default
LON0000528,CUST0000143,Mortgage,144997.32,7.75,Active
LON0000529,CUST0001738,Personal,27504.53,12.87,Active
LON0000530,CUST0001837,Business,91894.17,19.19,Active
LON0000531,CUST0000913,Auto,321614.99,12.92,Closed
LON0000532,CUST0000017,Personal,481945.57,19.89,Default
LON0000533,CUST0001306,Mortgage,213610.84,16.57,Active
LON0000534,CUST0001746,Auto,212835.04,9.82,Active
LON0000535,CUST0001261,Personal,31129.41,17.97,Active
LON0000536,CUST0001024,Auto,4481.48,18.05,Default
LON0000537,CUST0000436,Auto,238399.29,13.24,Active
LON0000538,CUST0000957,Mortgage,350696.19,17.38,Active
LON0000539,CUST0002822,Business,435934.85,12.71,Active
LON0000540,CUST0001082,Auto,493820.27,19.33,Closed
LON0000541,CUST0000207,Personal,466269.98,18.77,Active
LON0000542,CUST0000382,Mortgage,157094.29,10.52,Default
LON0000543,CUST0001159,Auto,463112.18,4.59,Active
LON0000544,CUST0001447,Personal,435917.96,15.66,Active
LON0000545,CUST0000138,Business,194561.66,5.88,Closed
LON0000546,CUST0000119,Auto,23836.98,16.14,Closed
LON0000547,CUST0000942,Auto,310764.27,14.22,Active
LON0000548,CUST0000857,Personal,157861.79,17.77,Default
LON0000549,CUST0001147,Mortgage,247381.58,11.89,Active
LON0000550,CUST0000526,Auto,323303.44,8.32,Closed
LON0000551,CUST0002006,Auto,415201.36,6.83,Active
LON0000552,CUST0001750,Business,286050.63,11.37,Default
LON0000553,CUST0000593,Mortgage,189747.27,2.52,Closed
LON0000554,CUST0000547,Personal,84006.67,19.72,Active
LON0000555,CUST0001638,Personal,475798.05,13.58,Active
LON0000556,CUST0002952,Personal,333976.17,2.27,Active
LON0000557,CUST0002941,Personal,206627.22,5.61,Closed
LON0000558,CUST0000884,Mortgage,135384.43,15.65,Active
LON0000559,CUST0001253,Personal,213721.08,14.43,Closed
LON0000560,CUST0000745,Auto,122700.35,9.34,Closed
LON0000561,CUST0002561,Auto,244557.66,7.2,Active
LON0000562,CUST0002929,Mortgage,228473.66,17.61,Closed
LON0000563,CUST0001309,Business,242612.59,7.89,Default
LON0000564,CUST0002322,Mortgage,319265.11,5.59,Active
LON0000565,CUST0000470,Business,412007.46,11.39,Active
LON0000566,CUST0002662,Auto,357761.0,17.87,Closed
LON0000567,CUST0001977,Mortgage,379663.45,15.17,Active
LON0000568,CUST0001889,Mortgage,335481.15,3.02,Active
LON0000569,CUST0001779,Personal,285659.17,13.44,Active
LON0000570,CUST0001354,Auto,468087.92,2.14,Active
LON0000571,CUST0002004,Personal,38612.05,11.44,Active
LON0000572,CUST0002732,Auto,80602.66,15.49,Active
LON0000573,CUST0000660,Mortgage,286393.29,12.47,Closed
LON0000574,CUST0000896,Personal,251774.97,9.5,Closed
LON0000575,CUST0000564,Business,375490.36,5.49,Closed
LON0000576,CUST0002666,Personal,445895.66,11.7,Active
LON0000577,CUST0001292,Mortgage,65462.13,15.37,Active
LON0000578,CUST0001679,Mortgage,463670.15,9.93,Default
LON0000579,CUST0001326,Business,142259.89,2.17,Active
LON0000580,CUST0002016,Business,132671.08,8.1,Active
LON0000581,CUST0002838,Mortgage,167081.98,19.23,Active
LON0000582,CUST0001365,Auto,109389.08,11.27,Active
LON0000583,CUST0001357,Personal,154617.73,12.11,Active
LON0000584,CUST0000441,Mortgage,144814.13,17.87,Closed
LON0000585,CUST0002964,Business,491220.84,16.82,Active
LON0000586,CUST0002999,Auto,182288.59,18.06,Active
LON0000587,CUST0001739,Mortgage,199914.52,13.78,Active
LON0000588,CUST0000695,Auto,208187.4,7.02,Closed
LON0000589,CUST0002003,Business,357248.6,15.87,Active
LON0000590,CUST0002515,Business,25342.69,17.05,Active
LON0000591,CUST0001913,Mortgage,393168.43,6.47,Default
LON0000592,CUST0002555,Mortgage,409417.82,4.68,Active
LON0000593,CUST0000563,Personal,286748.74,4.31,Active
LON0000594,CUST0001717,Business,230707.78,11.5,Active
LON0000595,CUST0000753,Business,130322.37,19.22,Default
LON0000596,CUST0001681,Auto,50442.66,12.95,Closed
LON0000597,CUST0000453,Mortgage,348979.56,10.43,Active
LON0000598,CUST0002240,Mortgage,144362.49,8.67,Active
LON0000599,CUST0000220,Mortgage,256865.11,18.62,Default
LON0000600,CUST0002128,Mortgage,219547.84,16.82,Active
LON0000601,CUST0002459,Mortgage,194898.78,4.26,Closed
LON0000602,CUST0001465,Personal,329937.15,19.13,Active
LON0000603,CUST0002130,Auto,452594.36,10.17,Active
LON0000604,CUST0000095,Auto,242329.65,6.94,Active
LON0000605,CUST0000819,Business,478608.38,17.26,Active
LON0000606,CUST0002699,Mortgage,382880.51,8.38,Active
LON0000607,CUST0002025,Auto,19131.65,2.21,Closed
LON0000608,CUST0002194,Business,247104.61,10.86,Active
LON0000609,CUST0002697,Business,245100.81,18.66,Active
LON0000610,CUST0002163,Business,487094.12,12.94,Closed
LON0000611,CUST0001920,Mortgage,184663.23,14.51,Active
LON0000612,CUST0001741,Business,461182.76,4.34,Active
LON0000613,CUST0000793,Mortgage,336498.38,14.34,Closed
LON0000614,CUST0000067,Auto,10193.87,15.61,Closed
LON0000615,CUST0002542,Personal,461406.19,16.69,Active
LON0000616,CUST0001458,Business,472363.3,16.65,Active
LON0000617,CUST0001245,Auto,137882.5,9.49,Default
LON0000618,CUST0000556,Personal,5136.93,16.55,Closed
LON0000619,CUST0000605,Auto,107779.62,15.98,Active
LON0000620,CUST0002483,Business,282486.79,6.94,Active
LON0000621,CUST0002628,Auto,312777.65,16.79,Active
LON0000622,CUST0001195,Personal,36073.29,9.61,Default
LON0000623,CUST0001253,Auto,394257.62,17.58,Active
LON0000624,CUST0001492,Auto,96534.09,14.54,Active
LON0000625,CUST0002863,Mortgage,119597.38,11.2,Active
LON0000626,CUST0002132,Auto,185751.56,16.36,Active
LON0000627,CUST0000399,Auto,154650.2,13.59,Active
LON0000628,CUST0001559,Personal,205433.58,9.3,Active
LON0000629,CUST0001643,Auto,296279.9,12.08,Active
LON0000630,CUST0000768,Auto,479530.81,19.38,Closed
LON0000631,CUST0001308,Business,333385.55,16.38,Closed
LON0000632,CUST0002840,Personal,262240.66,19.46,Closed
LON0000633,CUST0002788,Auto,28383.75,18.11,Active
LON0000634,CUST0001853,Personal,297684.57,12.38,Closed
LON0000635,CUST0002123,Mortgage,212242.16,6.65,Active
LON0000636,CUST0002914,Business,378034.27,6.68,Active
LON0000637,CUST0000550,Personal,39481.65,4.97,Active
LON0000638,CUST0002157,Personal,318960.88,9.81,Closed
LON0000639,CUST0001153,Auto,212583.21,12.29,Active
LON0000640,CUST0003000,Mortgage,426616.49,6.84,Active
LON0000641,CUST0001444,Mortgage,480047.04,6.41,Active
LON0000642,CUST0000139,Mortgage,161494.28,5.53,Active
LON0000643,CUST0002852,Auto,100927.63,2.74,Default
LON0000644,CUST0000275,Auto,314745.16,9.21,Active
LON0000645,CUST0002153,Mortgage,352415.22,12.38,Default
LON0000646,CUST0000013,Business,444417.89,2.9,Closed
LON0000647,CUST0002669,Auto,291143.04,8.29,Active
LON0000648,CUST0002788,Personal,471057.25,4.14,Active
LON0000649,CUST0000361,Auto,290261.15,10.69,Active
LON0000650,CUST0001433,Business,283238.8,2.82,Default
LON0000651,CUST0000567,Mortgage,376324.35,15.83,Active
LON0000652,CUST0002361,Auto,191173.96,15.37,Closed
LON0000653,CUST0000180,Auto,91823.03,13.72,Active
LON0000654,CUST0001751,Business,221942.8,2.2,Default
LON0000655,CUST0002365,Mortgage,455226.63,18.9,Default
LON0000656,CUST0000619,Auto,438823.88,18.29,Closed
LON0000657,CUST0001549,Business,308329.82,8.34,Active
LON0000658,CUST0000650,Business,406370.35,2.01,Active
LON0000659,CUST0002032,Auto,26128.22,2.69,Closed
LON0000660,CUST0001219,Mortgage,102438.83,3.56,Closed
LON0000661,CUST0000858,Auto,336262.74,4.05,Default
LON0000662,CUST0001205,Personal,409012.62,9.3,Active
LON0000663,CUST0002702,Personal,278734.71,15.97,Active
LON0000664,CUST0002104,Business,104798.08,17.71,Closed
LON0000665,CUST0002223,Business,22741.73,10.62,Active
LON0000666,CUST0002224,Auto,433917.8,4.27,Active
LON0000667,CUST0002242,Business,316792.6,18.68,Active
LON0000668,CUST0001314,Personal,102410.43,19.64,Default
LON0000669,CUST0002436,Mortgage,256897.92,18.47,Active
LON0000670,CUST0002461,Auto,340036.76,18.87,Active
LON0000671,CUST0001494,Mortgage,17405.54,18.32,Active
LON0000672,CUST0002393,Personal,349606.95,18.1,Default
LON0000673,CUST0002608,Auto,323796.92,7.84,Closed
LON0000674,CUST0001497,Business,22384.58,11.05,Closed
LON0000675,CUST0001291,Personal,443146.52,16.58,Closed
LON0000676,CUST0001399,Personal,105573.22,4.9,Active
LON0000677,CUST0001469,Personal,249108.13,17.85,Active
LON0000678,CUST0001139,Business,185875.9,17.09,Closed
LON0000679,CUST0002516,Business,79234.81,13.47,Closed
LON0000680,CUST0002759,Auto,359416.2,10.24,Active
LON0000681,CUST0002882,Auto,285899.7,14.91,Active
LON0000682,CUST0001141,Auto,218844.9,4.39,Active
LON0000683,CUST0002986,Business,130457.17,16.74,Active
LON0000684,CUST0002605,Business,453000.6,10.14,Active
LON0000685,CUST0002953,Personal,220850.49,11.99,Active
LON0000686,CUST0001232,Business,108686.5,5.96,Active
LON0000687,CUST0000885,Mortgage,477185.3,5.37,Active
LON0000688,CUST0000761,Business,421663.27,18.7,Active
LON0000689,CUST0002528,Auto,121518.72,7.03,Active
LON0000690,CUST0001330,Mortgage,104588.52,9.51,Active
LON0000691,CUST0002050,Business,64910.84,3.13,Active
LON0000692,CUST0001361,Business,262202.47,16.16,Active
LON0000693,CUST0000276,Personal,412327.33,12.52,Active
LON0000694,CUST0000070,Personal,109648.1,4.09,Active
LON0000695,CUST0001674,Business,252891.92,2.87,Default
LON0000696,CUST0000459,Mortgage,395892.54,6.78,Active
LON0000697,CUST0002725,Auto,434824.2,18.01,Default
LON0000698,CUST0002938,Mortgage,387576.8,17.18,Closed
LON0000699,CUST0002087,Business,10990.56,17.5,Active
LON0000700,CUST0001990,Business,214413.07,11.47,Closed
LON0000701,CUST0000684,Auto,63671.91,8.72,Active
LON0000702,CUST0002861,Personal,88857.38,18.28,Closed
LON0000703,CUST0001739,Mortgage,82849.21,9.66,Active
LON0000704,CUST0001814,Personal,414764.05,13.29,Default
LON0000705,CUST0001303,Auto,22073.74,3.97,Closed
LON0000706,CUST0000291,Mortgage,116656.95,17.22,Active
LON0000707,CUST0002216,Mortgage,61785.75,11.06,Default
LON0000708,CUST0002909,Auto,389899.15,7.36,Active
LON0000709,CUST0002273,Mortgage,243846.12,8.35,Active
LON0000710,CUST0000341,Mortgage,372267.47,15.04,Active
LON0000711,CUST0002921,Auto,225665.85,5.55,Active
LON0000712,CUST0000587,Personal,273586.47,11.51,Active
LON0000713,CUST0002142,Personal,239760.5,8.66,Active
LON0000714,CUST0001000,Auto,285301.77,3.57,Closed
LON0000715,CUST0001114,Auto,363166.29,10.42,Active
LON0000716,CUST0001598,Personal,7865.78,13.54,Active
LON0000717,CUST0000918,Mortgage,458527.08,8.5,Active
LON0000718,CUST0002478,Personal,358333.62,19.65,Active
LON0000719,CUST0002808,Mortgage,303452.46,10.0,Closed
LON0000720,CUST0002056,Auto,47288.46,8.57,Active
LON0000721,CUST0000376,Mortgage,44432.37,7.77,Active
LON0000722,CUST0002270,Mortgage,392772.17,13.12,Closed
LON0000723,CUST0000454,Auto,277547.14,19.3,Active
LON0000724,CUST0000015,Personal,191259.97,3.94,Active
LON0000725,CUST0000772,Auto,226385.63,14.48,Active
LON0000726,CUST0001897,Personal,467468.15,13.5,Closed
LON0000727,CUST0001715,Business,436697.43,12.74,Active
LON0000728,CUST0002129,Mortgage,318005.56,10.31,Active
LON0000729,CUST0001818,Business,117331.79,5.44,Active
LON0000730,CUST0002671,Mortgage,272757.44,10.72,Active
LON0000731,CUST0000274,Auto,300526.53,2.73,Active
LON0000732,CUST0002258,Personal,280276.15,3.56,Active
LON0000733,CUST0000480,Business,126663.08,7.77,Closed
LON0000734,CUST0002390,Personal,11767.89,3.81,Default
LON0000735,CUST0000807,Personal,312200.64,9.56,Default
LON0000736,CUST0001837,Business,129653.16,2.52,Active
LON0000737,CUST0000677,Auto,237022.66,11.18,Active
LON0000738,CUST0002032,Auto,34375.96,8.85,Active
LON0000739,CUST0001616,Personal,302553.6,12.79,Closed
LON0000740,CUST0000837,Auto,487342.87,11.23,Closed
LON0000741,CUST0000730,Business,287241.43,4.15,Active
LON0000742,CUST0002510,Mortgage,147404.41,11.85,Active
LON0000743,CUST0000932,Mortgage,183559.71,4.5,Active
LON0000744,CUST0001662,Business,378260.11,12.11,Active
LON0000745,CUST0001022,Mortgage,278582.97,19.68,Active
LON0000746,CUST0001602,Auto,401388.29,3.53,Active
LON0000747,CUST0000789,Personal,211214.1,17.19,Active
LON0000748,CUST0000150,Personal,487070.7,18.13,Default
LON0000749,CUST0001354,Personal,311402.34,16.27,Active
LON0000750,CUST0001756,Auto,287488.01,9.06,Active
LON0000751,CUST0000398,Auto,108921.82,3.14,Closed
LON0000752,CUST0002259,Mortgage,214606.06,18.4,Closed
LON0000753,CUST0001864,Auto,344618.5,16.18,Active
LON0000754,CUST0001005,Personal,412430.28,8.31,Closed
LON0000755,CUST0000399,Business,1820.38,2.84,Closed
LON0000756,CUST0000110,Mortgage,162909.38,14.95,Active
LON0000757,CUST0000260,Business,142973.98,7.19,Default
LON0000758,CUST0002638,Auto,409300.88,14.66,Active
LON0000759,CUST0001196,Mortgage,50246.21,3.95,Active
LON0000760,CUST0001572,Auto,416261.96,16.08,Active
LON0000761,CUST0000357,Business,351008.69,7.95,Closed
LON0000762,CUST0001845,Auto,125156.59,16.4,Active
LON0000763,CUST0002259,Mortgage,128556.52,3.93,Closed
LON0000764,CUST0002845,Personal,235666.06,10.08,Active
LON0000765,CUST0002952,Personal,148367.46,14.81,Active
LON0000766,CUST0002260,Auto,392543.21,4.64,Active
LON0000767,CUST0001255,Personal,491080.76,6.99,Active
LON0000768,CUST0002283,Auto,345281.59,9.83,Active
LON0000769,CUST0002622,Mortgage,163946.94,15.37,Active
LON0000770,CUST0001838,Mortgage,317882.51,11.49,Active
LON0000771,CUST0001277,Auto,121250.0,16.92,Active
LON0000772,CUST0002554,Business,404391.46,3.03,Closed
LON0000773,CUST0001092,Business,135768.0,6.28,Active
LON0000774,CUST0000656,Personal,463825.95,16.59,Active
LON0000775,CUST0001400,Business,66264.13,16.92,Active
LON0000776,CUST0000267,Personal,477163.04,2.35,Active
LON0000777,CUST0000919,Mortgage,383546.8,7.85,Active
LON0000778,CUST0000032,Personal,206118.45,13.26,Active
LON0000779,CUST0000932,Business,482823.18,11.08,Active
LON0000780,CUST0000082,Mortgage,307174.06,16.7,Active
LON0000781,CUST0001259,Personal,450176.15,5.85,Active
LON0000782,CUST0000578,Business,321842.65,7.59,Active
LON0000783,CUST0001622,Personal,370680.9,5.62,Active
LON0000784,CUST0002616,Auto,439012.17,16.49,Closed
LON0000785,CUST0001090,Mortgage,230472.09,4.4,Active
LON0000786,CUST0000644,Personal,475903.16,15.88,Active
LON0000787,CUST0000656,Mortgage,417007.79,19.35,Active
LON0000788,CUST0002942,Auto,116663.36,19.85,Active
LON0000789,CUST0002950,Personal,22966.88,4.63,Active
LON0000790,CUST0000534,Personal,401578.41,19.6,Active
LON0000791,CUST0001684,Personal,380942.67,3.0,Active
LON0000792,CUST0002806,Personal,244856.34,14.95,Active
LON0000793,CUST0002044,Auto,347215.14,8.19,Closed
LON0000794,CUST0002514,Personal,93842.43,19.18,Closed
LON0000795,CUST0001672,Mortgage,379992.84,4.74,Active
LON0000796,CUST0001300,Business,385706.78,13.93,Closed
LON0000797,CUST0001923,Auto,455519.98,16.63,Active
LON0000798,CUST0002876,Auto,129849.16,2.95,Active
LON0000799,CUST0000846,Mortgage,199223.2,8.47,Active
LON0000800,CUST0002140,Business,466132.38,18.58,Active
LON0000801,CUST0000056,Personal,350755.27,6.22,Default
LON0000802,CUST0002956,Mortgage,391602.74,12.32,Active
LON0000803,CUST0001855,Mortgage,92961.15,6.0,Active
LON0000804,CUST0002433,Mortgage,158161.03,14.4,Closed
LON0000805,CUST0001516,Auto,118486.33,2.74,Active
LON0000806,CUST0001624,Business,456247.45,2.08,Active
LON0000807,CUST0002158,Auto,235763.01,12.31,Active
LON0000808,CUST0001939,Personal,220897.91,3.23,Default
LON0000809,CUST0001787,Personal,96843.11,12.54,Active
LON0000810,CUST0002605,Auto,108090.98,5.44,Closed
LON0000811,CUST0002934,Personal,386839.18,15.63,Closed
LON0000812,CUST0001462,Mortgage,460248.26,2.52,Active
LON0000813,CUST0002518,Mortgage,325310.58,11.1,Closed
LON0000814,CUST0001061,Mortgage,464806.91,6.42,Active
LON0000815,CUST0000482,Auto,217274.58,12.07,Active
LON0000816,CUST0001372,Mortgage,352909.58,10.25,Active
LON0000817,CUST0001904,Auto,44393.33,3.1,Active
LON0000818,CUST0002256,Business,41626.44,14.18,Active
LON0000819,CUST0002629,Business,28099.78,2.4,Active
LON0000820,CUST0001799,Business,456276.93,8.77,Closed
LON0000821,CUST0001257,Business,489690.65,7.95,Active
LON0000822,CUST0000125,Auto,95833.62,6.9,Closed
LON0000823,CUST0002195,Auto,63948.09,18.56,Active
LON0000824,CUST0001885,Auto,15414.1,17.54,Closed
LON0000825,CUST0001334,Personal,135218.99,14.8,Active
LON0000826,CUST0000404,Personal,374082.07,6.09,Active
LON0000827,CUST0002502,Auto,380721.85,18.15,Active
LON0000828,CUST0002067,Business,446363.01,9.52,Closed
LON0000829,CUST0002223,Mortgage,324574.32,6.97,Active
LON0000830,CUST0000507,Mortgage,355612.87,11.25,Active
LON0000831,CUST0000047,Personal,196609.97,15.88,Active
LON0000832,CUST0001197,Personal,22105.93,5.69,Active
LON0000833,CUST0000204,Personal,322689.63,13.46,Active
LON0000834,CUST0000078,Personal,334576.73,16.13,Active
LON0000835,CUST0001077,Mortgage,441489.26,5.15,Active
LON0000836,CUST0001099,Business,440511.49,10.4,Active
LON0000837,CUST0001428,Auto,442631.4,9.99,Closed
LON0000838,CUST0002908,Business,195044.68,13.54,Closed
LON0000839,CUST0000861,Business,62626.16,13.76,Active
LON0000840,CUST0001929,Mortgage,175485.89,3.23,Active
LON0000841,CUST0000392,Business,161084.33,15.96,Active
LON0000842,CUST0002762,Auto,102157.42,5.38,Active
LON0000843,CUST0001226,Auto,173008.99,18.44,Active
LON0000844,CUST0002807,Personal,86088.65,19.09,Active
LON0000845,CUST0001717,Auto,183383.59,19.38,Active
LON0000846,CUST0000215,Business,265205.08,9.69,Default
LON0000847,CUST0002636,Personal,75066.14,17.25,Default
LON0000848,CUST0000897,Mortgage,126022.15,10.1,Active
LON0000849,CUST0002069,Auto,254657.63,9.99,Active
LON0000850,CUST0001987,Mortgage,158001.04,3.6,Default
LON0000851,CUST0002518,Personal,137180.08,17.68,Active
LON0000852,CUST0001511,Mortgage,381742.99,9.79,Closed
LON0000853,CUST0001075,Business,340891.83,2.37,Default
LON0000854,CUST0002867,Mortgage,296858.48,8.22,Active
LON0000855,CUST0001335,Business,330963.07,5.58,Closed
LON0000856,CUST0000223,Mortgage,379896.61,10.94,Active
LON0000857,CUST0001844,Auto,56924.99,14.34,Closed
LON0000858,CUST0000921,Auto,102723.79,3.31,Active
LON0000859,CUST0001195,Mortgage,303707.87,6.55,Active
LON0000860,CUST0002574,Business,191376.09,4.93,Active
LON0000861,CUST0002723,Personal,436667.42,18.93,Active
LON0000862,CUST0002023,Business,31052.99,8.76,Default
LON0000863,CUST0000525,Auto,199912.09,4.64,Active
LON0000864,CUST0001758,Personal,397060.32,10.81,Active
LON0000865,CUST0000067,Personal,397982.92,12.86,Default
LON0000866,CUST0002780,Business,196415.69,14.8,Closed
LON0000867,CUST0001551,Business,113031.84,8.31,Default
LON0000868,CUST0001798,Business,462295.37,18.78,Closed
LON0000869,CUST0001929,Personal,76227.87,9.13,Active
LON0000870,CUST0000554,Auto,150214.85,14.09,Closed
LON0000871,CUST0001712,Business,98506.95,16.56,Closed
LON0000872,CUST0000546,Mortgage,206920.7,5.97,Default
LON0000873,CUST0002464,Mortgage,289926.06,9.65,Active
LON0000874,CUST0000518,Personal,47725.22,15.19,Active
LON0000875,CUST0000395,Auto,242824.6,14.62,Active
LON0000876,CUST0000239,Business,153857.68,19.67,Active
LON0000877,CUST0001073,Mortgage,307308.42,11.58,Active
LON0000878,CUST0002956,Personal,337748.0,17.55,Active
LON0000879,CUST0002952,Personal,238602.28,7.02,Closed
LON0000880,CUST0002005,Auto,82129.19,18.61,Active
LON0000881,CUST0002156,Mortgage,457385.11,15.33,Closed
LON0000882,CUST0002696,Business,362338.75,8.81,Closed
LON0000883,CUST0001610,Auto,75431.08,16.02,Active
LON0000884,CUST0002306,Personal,210994.66,5.89,Default
LON0000885,CUST0001927,Mortgage,276109.44,12.74,Active
LON0000886,CUST0000988,Business,297748.76,7.87,Closed
LON0000887,CUST0000753,Business,41345.47,7.39,Closed
LON0000888,CUST0000508,Business,473710.99,6.17,Default
LON0000889,CUST0000853,Auto,210925.0,17.5,Active
LON0000890,CUST0000371,Mortgage,183851.88,8.06,Active
LON0000891,CUST0001114,Auto,496270.2,15.96,Active
LON0000892,CUST0002166,Business,51395.87,12.75,Active
LON0000893,CUST0002674,Personal,104212.26,16.06,Default
LON0000894,CUST0002318,Mortgage,129783.79,18.71,Active
LON0000895,CUST0002156,Mortgage,227698.0,13.75,Closed
LON0000896,CUST0001213,Business,287579.78,3.04,Default
LON0000897,CUST0000606,Personal,358386.88,12.1,Closed
LON0000898,CUST0001543,Mortgage,175045.49,4.96,Closed
LON0000899,CUST0001048,Auto,58875.12,19.31,Active
LON0000900,CUST0000136,Auto,260723.48,10.46,Active
LON0000901,CUST0001103,Mortgage,463398.71,5.58,Closed
LON0000902,CUST0001894,Mortgage,492733.05,10.47,Active
LON0000903,CUST0001783,Business,383937.36,2.96,Active
LON0000904,CUST0001599,Mortgage,63099.11,19.36,Active
LON0000905,CUST0001744,Auto,92986.38,3.12,Active
LON0000906,CUST0002044,Business,4533.5,14.65,Active
LON0000907,CUST0002129,Personal,295647.64,3.91,Active
LON0000908,CUST0000658,Business,243786.24,10.84,Active
LON0000909,CUST0001787,Auto,144654.19,17.24,Active
LON0000910,CUST0001550,Business,499113.92,15.21,Active
LON0000911,CUST0000360,Business,230584.63,14.17,Active
LON0000912,CUST0002469,Personal,141768.43,13.55,Active
LON0000913,CUST0001851,Mortgage,17225.49,15.54,Active
LON0000914,CUST0001579,Auto,277788.93,17.37,Active
LON0000915,CUST0001385,Auto,220368.18,6.95,Active
LON0000916,CUST0000182,Auto,266392.98,4.73,Closed
LON0000917,CUST0001125,Personal,300314.54,18.36,Active
LON0000918,CUST0000681,Personal,414696.83,11.81,Closed
LON0000919,CUST0000430,Auto,68428.78,19.58,Active
LON0000920,CUST0001221,Auto,39359.65,19.81,Active
LON0000921,CUST0002366,Mortgage,396491.18,15.54,Closed
LON0000922,CUST0000038,Business,493302.41,12.28,Active
LON0000923,CUST0002961,Auto,101678.54,8.62,Active
LON0000924,CUST0001575,Business,261766.74,19.34,Active
LON0000925,CUST0002621,Business,398951.27,8.39,Active
LON0000926,CUST0002576,Business,144109.57,8.92,Active
LON0000927,CUST0001924,Personal,458997.54,14.23,Default
LON0000928,CUST0002856,Auto,154299.92,11.18,Closed
LON0000929,CUST0001661,Mortgage,259768.1,18.7,Active
LON0000930,CUST0002869,Mortgage,137073.97,14.98,Active
LON0000931,CUST0001170,Business,484662.06,6.9,Closed
LON0000932,CUST0002183,Business,170711.26,18.94,Active
LON0000933,CUST0002356,Auto,161487.17,14.68,Default
LON0000934,CUST0000774,Personal,227931.04,15.47,Closed
LON0000935,CUST0001800,Mortgage,450906.33,7.04,Active
LON0000936,CUST0000930,Personal,225014.35,10.19,Active
LON0000937,CUST0002756,Auto,469141.81,3.43,Active
LON0000938,CUST0001213,Business,203863.39,5.87,Active
LON0000939,CUST0002236,Auto,228740.11,15.05,Default
LON0000940,CUST0001185,Auto,303314.78,4.27,Active
LON0000941,CUST0001878,Mortgage,392938.29,5.65,Active
LON0000942,CUST0002727,Mortgage,189446.2,14.67,Active
LON0000943,CUST0001137,Mortgage,460032.02,13.96,Closed
LON0000944,CUST0001978,Personal,187612.02,3.31,Active
LON0000945,CUST0002613,Personal,316891.77,9.56,Active
